LSOA,population_per_hectare
E01011296,4.4
E01011297,0.8
E01011309,1.1
E01011310,2.2
E01011513,27.3
E01011688,63.3
E01011689,45.9
E01011691,59.7
E01011504,42.0
E01011641,17.9
E01011642,38.0
E01011645,38.4
E01011484,36.8
E01011485,31.3
E01011686,20.1
E01032493,64.7
E01032494,26.3
E01011350,44.5
E01011351,45.4
E01011352,60.5
E01011353,48.7
E01011656,59.3
E01011657,20.7
E01011659,46.7
E01011661,38.2
E01011643,33.6
E01011644,12.0
E01011646,51.1
E01011647,63.5
E01011648,67.9
E01011354,54.8
E01011355,23.6
E01011357,34.7
E01011450,30.7
E01011588,14.7
E01011589,6.2
E01011590,4.9
E01011592,37.3
E01011593,25.0
E01011421,56.3
E01011425,57.2
E01011658,39.2
E01011660,30.5
E01011662,30.8
E01011721,27.4
E01011722,23.0
E01011723,56.8
E01011724,50.4
E01011356,44.3
E01011358,49.2
E01011359,42.0
E01011360,88.8
E01011361,61.4
E01011435,121.3
E01011440,81.5
E01011441,94.2
E01032945,102.3
E01011477,36.2
E01011480,59.3
E01011488,30.3
E01011489,42.2
E01011324,38.0
E01011325,10.4
E01011326,58.0
E01011332,55.5
E01011423,43.8
E01011424,79.6
E01011427,76.2
E01011431,62.1
E01011422,122.0
E01011426,202.0
E01011428,157.1
E01011429,109.3
E01011663,32.2
E01011664,38.7
E01011665,43.2
E01011667,59.4
E01011323,65.8
E01011329,44.1
E01011330,22.0
E01011333,50.2
E01011327,18.5
E01011328,34.0
E01011335,43.1
E01011591,26.3
E01011430,122.2
E01011432,164.9
E01011433,106.8
E01011434,127.0
E01011445,245.1
E01011446,193.4
E01011447,158.7
E01011448,193.8
E01011449,157.7
E01011670,87.0
E01011671,29.9
E01033002,46.8
E01033003,82.0
E01033005,55.0
E01011478,98.7
E01011479,128.7
E01011481,60.6
E01011482,34.9
E01011483,50.5
E01011406,43.1
E01011407,47.5
E01011408,40.2
E01011409,46.0
E01011410,2.6
E01011412,16.5
E01011331,55.0
E01011334,58.9
E01011336,50.5
E01011337,32.9
E01011281,20.3
E01011282,95.8
E01011283,62.1
E01011286,44.1
E01011295,61.4
E01011339,30.0
E01011340,43.7
E01011342,35.7
E01011346,26.6
E01011341,24.9
E01011343,29.3
E01011345,41.7
E01011666,54.9
E01011585,48.6
E01011587,22.3
E01011594,52.3
E01011596,27.4
E01011598,66.8
E01011678,87.1
E01011681,61.8
E01033006,59.0
E01011338,79.5
E01011673,108.5
E01011677,50.3
E01033031,23.6
E01033035,82.5
E01011344,118.5
E01011347,89.0
E01011348,34.6
E01011349,63.4
E01011586,28.0
E01011595,16.0
E01011597,22.1
E01011599,26.8
E01011287,41.9
E01032499,21.8
E01032500,81.3
E01032606,44.1
E01032607,45.3
E01032608,80.4
E01011608,35.4
E01011609,74.9
E01011610,38.5
E01011611,40.2
E01011614,33.9
E01011413,49.4
E01011415,26.2
E01011416,42.2
E01011417,44.9
E01011420,2.0
E01011615,55.0
E01011617,46.7
E01011618,123.9
E01011621,4.7
E01011284,23.9
E01011292,56.2
E01011293,75.9
E01011294,59.8
E01011363,14.9
E01011616,47.4
E01011620,49.0
E01011622,36.8
E01011624,6.6
E01011411,6.1
E01011414,51.4
E01011418,31.6
E01011419,14.1
E01011396,18.9
E01011399,26.3
E01011400,29.3
E01011403,32.5
E01011623,85.5
E01011625,24.7
E01011626,55.7
E01033021,32.3
E01033033,145.4
E01033034,77.9
E01011602,35.0
E01011603,12.6
E01011605,22.5
E01011606,9.0
E01011613,24.9
E01011397,54.7
E01011398,41.3
E01011401,43.2
E01011404,11.3
E01011405,32.1
E01011725,71.1
E01011729,62.8
E01011730,29.2
E01011735,55.3
E01011600,43.4
E01011601,9.2
E01011604,54.2
E01011607,49.3
E01011612,41.0
E01011726,13.8
E01011727,28.1
E01011728,4.9
E01011739,43.4
E01011362,19.3
E01011731,40.0
E01011732,35.9
E01011733,49.9
E01011366,22.2
E01011368,90.5
E01011370,69.9
E01033013,19.9
E01033032,28.5
E01011734,7.5
E01011736,39.1
E01011737,33.0
E01011738,14.7
E01011364,22.6
E01011371,51.1
E01011373,84.3
E01011374,90.8
E01011312,82.1
E01011316,51.2
E01011372,120.9
E01011375,212.1
E01011390,16.8
E01011391,22.1
E01011392,3.5
E01011402,1.8
E01011298,4.8
E01011299,1.3
E01011302,5.7
E01011303,6.2
E01011300,30.8
E01011301,52.0
E01011304,53.2
E01011305,19.8
E01011306,17.7
E01011315,45.9
E01011317,33.8
E01011318,21.0
E01011321,49.0
E01011369,14.7
E01011313,119.4
E01011314,84.5
E01011319,64.9
E01011320,55.4
E01011322,13.4
E01011471,38.8
E01011472,52.4
E01011473,44.2
E01011474,37.7
E01011518,25.0
E01011524,33.0
E01011526,47.9
E01011531,10.0
E01011466,55.5
E01011469,18.1
E01011475,56.4
E01011476,62.7
E01011519,23.8
E01011522,5.6
E01011525,75.1
E01011528,55.2
E01011532,31.5
E01011520,15.7
E01011521,8.8
E01011523,13.4
E01011527,20.3
E01011529,22.5
E01011635,10.6
E01011637,16.4
E01011638,37.4
E01032487,55.7
E01032488,37.6
E01011627,32.5
E01011628,33.8
E01011629,51.5
E01011632,50.5
E01011633,26.8
E01011490,29.6
E01011502,22.6
E01032497,10.4
E01032498,16.3
E01011496,11.0
E01011630,30.4
E01011634,6.9
E01011636,1.7
E01011639,5.4
E01011491,67.5
E01011492,41.0
E01011493,10.4
E01011494,55.8
E01011497,36.1
E01011540,8.3
E01032489,48.7
E01032490,48.7
E01032491,23.1
E01032492,76.1
E01011307,9.7
E01011308,19.9
E01011393,9.7
E01011394,4.8
E01011395,2.8
E01011533,44.7
E01011541,39.0
E01011545,66.8
E01011547,30.5
E01011499,11.3
E01011500,13.1
E01032495,14.5
E01032496,27.7
E01011530,7.1
E01011534,12.3
E01011546,8.6
E01011548,7.6
E01011550,13.5
E01011537,13.7
E01011538,5.3
E01011551,12.3
E01011552,37.7
E01011535,15.3
E01011536,4.5
E01011549,55.4
E01011553,40.6
E01011685,18.2
E01011687,39.6
E01011690,27.9
E01011692,43.2
E01011693,82.1
E01011694,63.0
E01032876,16.9
E01011442,130.4
E01011443,89.0
E01011444,189.8
E01011451,91.5
E01011668,92.4
E01011669,67.9
E01032946,52.7
E01033008,29.0
E01033010,40.2
E01033011,45.2
E01033015,31.6
E01033016,13.4
E01011467,20.8
E01011468,6.5
E01011470,8.2
E01033018,27.7
E01033019,84.3
E01011740,36.8
E01011741,27.2
E01011742,49.0
E01011745,39.4
E01011746,4.7
E01011752,10.3
E01011753,50.8
E01011756,51.9
E01011760,20.3
E01011762,82.0
E01011743,21.5
E01011744,23.9
E01011747,25.6
E01011750,52.5
E01011754,36.4
E01011757,31.7
E01011759,20.9
E01011761,30.5
E01011763,70.0
E01011764,37.0
E01011748,35.3
E01011749,11.4
E01011751,36.3
E01011755,14.0
E01011873,11.6
E01011877,9.1
E01011894,33.5
E01011895,58.4
E01011875,3.5
E01011876,3.5
E01011878,29.3
E01011880,24.2
E01011881,42.1
E01011887,11.9
E01011893,10.9
E01011896,45.3
E01011897,39.9
E01011874,39.5
E01011879,3.7
E01011882,40.2
E01011883,5.9
E01011805,15.4
E01011807,35.7
E01011808,27.5
E01011810,4.5
E01011803,5.5
E01011804,4.9
E01011806,26.2
E01011809,29.3
E01011811,22.1
E01011835,10.8
E01011836,32.4
E01011839,17.1
E01011843,20.8
E01011844,21.0
E01011758,3.5
E01011812,62.8
E01011820,76.6
E01011821,33.7
E01011885,4.0
E01011886,25.7
E01011888,51.7
E01011890,30.0
E01011891,21.8
E01011834,14.7
E01011837,25.8
E01011838,36.2
E01011841,3.0
E01011842,38.2
E01011813,43.9
E01011814,24.5
E01011815,1.9
E01011816,35.1
E01011819,22.2
E01011822,64.9
E01011884,25.8
E01011912,42.0
E01011913,59.2
E01011916,27.6
E01011840,37.5
E01011850,50.7
E01011852,9.9
E01011853,64.0
E01011920,34.8
E01011923,30.5
E01011924,43.8
E01011925,76.6
E01011909,48.5
E01011910,45.4
E01011911,34.7
E01011914,39.6
E01011915,60.9
E01011823,9.7
E01011824,57.9
E01011825,5.4
E01011826,37.7
E01011827,11.0
E01011828,33.9
E01011889,6.8
E01011892,31.9
E01011919,47.8
E01011921,45.0
E01011926,67.9
E01011927,27.8
E01011845,12.8
E01011846,38.8
E01011847,33.7
E01011848,10.0
E01011851,49.6
E01011775,4.6
E01011776,5.7
E01011777,9.3
E01011778,31.4
E01011817,6.6
E01011818,4.7
E01011829,7.6
E01011830,33.4
E01011831,55.5
E01011832,42.5
E01011833,6.3
E01011899,26.5
E01011900,68.3
E01011901,65.2
E01011904,55.0
E01011918,19.4
E01011922,44.7
E01011779,10.0
E01011780,23.0
E01011781,9.4
E01011782,7.8
E01011783,14.9
E01011902,11.3
E01011903,17.2
E01011905,12.8
E01011907,18.4
E01011793,32.3
E01011794,13.0
E01011795,54.4
E01011796,44.0
E01011799,41.2
E01011800,19.6
E01011898,22.1
E01011906,26.0
E01011908,24.4
E01011917,16.0
E01011944,12.5
E01011797,23.5
E01011798,12.9
E01011801,14.7
E01011802,35.7
E01011765,20.7
E01011766,1.5
E01011773,16.5
E01011774,4.3
E01011939,17.7
E01011945,17.0
E01011947,19.3
E01011948,10.3
E01011767,2.4
E01011768,29.6
E01011769,3.3
E01011770,10.4
E01011849,1.1
E01011857,1.4
E01011928,26.5
E01011931,15.7
E01011932,3.7
E01011938,2.0
E01011929,19.2
E01011930,17.1
E01011933,4.8
E01011937,5.9
E01011934,7.5
E01011936,11.9
E01011940,14.0
E01011943,39.1
E01011935,1.0
E01011941,2.5
E01011942,1.0
E01011946,14.9
E01011785,4.5
E01011789,11.6
E01011791,4.8
E01011792,7.4
E01011771,10.4
E01011772,14.0
E01011784,3.9
E01011786,3.5
E01011854,32.7
E01011855,13.2
E01011856,3.0
E01011858,2.3
E01011787,21.6
E01011788,3.9
E01011790,32.8
E01011865,14.7
E01011867,26.9
E01011859,25.9
E01011869,42.9
E01011870,25.1
E01011871,18.7
E01011860,5.0
E01011861,17.9
E01011862,8.2
E01011863,45.9
E01011864,4.1
E01011866,8.4
E01011868,13.9
E01011872,38.0
E01013461,27.2
E01013462,24.5
E01013463,8.5
E01013464,42.7
E01013465,37.4
E01013466,37.2
E01013467,51.5
E01013468,9.8
E01013469,36.2
E01013574,29.5
E01013575,54.3
E01013576,52.8
E01013577,40.4
E01013578,49.9
E01013579,32.2
E01013580,57.4
E01013530,13.2
E01013531,49.6
E01013532,36.5
E01013581,67.8
E01013526,9.3
E01013527,28.0
E01013528,52.0
E01013529,37.8
E01013505,64.7
E01013506,27.2
E01013513,48.7
E01013534,62.2
E01013582,63.2
E01013533,67.1
E01013535,84.2
E01013536,17.4
E01013537,49.0
E01013538,11.5
E01013522,48.8
E01013523,35.6
E01013524,110.4
E01013525,21.7
E01013548,37.9
E01013549,29.9
E01013552,45.1
E01013553,45.0
E01013555,29.6
E01013592,45.3
E01013594,22.1
E01013596,17.5
E01013599,33.4
E01013547,90.1
E01013550,57.7
E01013551,131.7
E01013554,79.4
E01013507,34.8
E01013508,34.7
E01013509,34.6
E01013510,60.0
E01013511,35.8
E01013512,17.8
E01013453,49.3
E01013454,69.8
E01013456,90.9
E01013457,75.4
E01013460,114.0
E01013479,23.3
E01013593,40.3
E01013595,5.2
E01013597,42.6
E01013598,26.4
E01013556,50.9
E01013557,38.1
E01013558,19.8
E01013559,59.9
E01013564,19.6
E01013480,60.2
E01013483,100.2
E01013485,161.1
E01013565,120.0
E01013566,116.4
E01013455,30.2
E01013458,36.9
E01013542,16.0
E01013546,43.9
E01013481,79.5
E01013484,98.3
E01013486,81.5
E01013487,77.7
E01033166,20.5
E01033167,32.6
E01013540,23.5
E01013560,35.8
E01013561,40.3
E01013562,34.3
E01013563,51.4
E01013459,110.8
E01013567,149.4
E01013568,70.4
E01013569,70.1
E01013539,57.3
E01013541,22.4
E01013543,32.0
E01013544,17.0
E01013545,30.5
E01013488,37.3
E01013489,40.5
E01013490,27.1
E01013491,52.1
E01013570,88.5
E01013571,45.7
E01013572,59.4
E01013573,57.0
E01013470,15.4
E01013474,50.4
E01013476,19.9
E01033171,11.9
E01033172,7.9
E01013471,85.5
E01013473,56.5
E01013475,74.1
E01013477,45.1
E01013502,47.4
E01013503,47.6
E01013472,26.1
E01013497,51.8
E01013504,56.5
E01013583,21.9
E01013590,38.7
E01013591,80.0
E01013492,35.4
E01013493,64.8
E01013494,26.5
E01013495,61.7
E01013496,64.7
E01013498,29.5
E01013499,22.4
E01013500,57.1
E01013501,47.2
E01013584,10.0
E01013585,25.8
E01013586,74.9
E01013587,73.5
E01013588,7.2
E01013589,47.0
E01013517,28.3
E01013518,41.5
E01013521,52.0
E01033168,49.5
E01033169,16.0
E01033170,40.1
E01013514,43.8
E01013515,26.8
E01013519,23.9
E01013520,28.2
E01013615,5.2
E01013616,19.6
E01013618,30.3
E01013619,24.5
E01013733,10.3
E01013734,11.5
E01013735,75.7
E01013736,39.2
E01013737,70.5
E01013600,36.5
E01013601,50.7
E01013602,20.4
E01013603,37.7
E01013604,53.3
E01013605,32.8
E01013617,14.1
E01013620,62.4
E01013621,39.5
E01013622,87.2
E01013623,18.7
E01013732,68.2
E01013739,57.7
E01013740,43.5
E01013741,51.1
E01013625,113.0
E01013628,49.4
E01013715,143.1
E01013716,69.6
E01013738,30.3
E01013624,58.5
E01013626,199.2
E01013627,89.4
E01013629,65.1
E01013630,177.7
E01013606,55.0
E01013607,13.9
E01013680,50.6
E01013685,58.1
E01013686,56.7
E01013696,47.1
E01013697,14.5
E01013699,38.2
E01032862,80.7
E01032863,40.7
E01032865,81.9
E01013713,143.4
E01013714,116.1
E01013717,66.0
E01013718,164.1
E01013719,213.4
E01013720,26.5
E01013651,76.2
E01013652,87.9
E01013653,50.1
E01013655,64.6
E01013721,32.1
E01013723,67.9
E01013725,45.9
E01013726,27.5
E01013728,80.1
E01013694,49.3
E01013700,51.5
E01013770,52.7
E01013771,59.0
E01013773,51.6
E01013681,79.9
E01013682,129.2
E01013683,135.4
E01013684,73.6
E01013654,93.1
E01013656,220.8
E01013657,142.4
E01013658,139.6
E01013659,194.6
E01013743,282.2
E01013745,73.1
E01013742,262.9
E01013744,337.8
E01013746,46.6
E01013748,193.8
E01013754,100.9
E01013755,171.6
E01013660,57.8
E01013661,70.1
E01013664,74.3
E01013665,59.8
E01013667,42.6
E01013668,21.2
E01013729,14.2
E01013780,49.5
E01013783,60.9
E01013785,15.1
E01013786,53.0
E01013662,63.4
E01013663,79.6
E01013747,50.6
E01013749,63.7
E01013750,153.6
E01013758,110.4
E01013751,217.8
E01013752,194.3
E01013753,241.2
E01013760,172.0
E01013761,286.1
E01013762,191.2
E01013774,142.5
E01013776,117.7
E01013778,66.2
E01013779,146.7
E01013781,123.3
E01013782,70.5
E01013784,102.1
E01013666,39.4
E01013669,31.2
E01013670,13.1
E01013671,51.6
E01013672,23.1
E01013631,17.8
E01013632,54.1
E01013638,32.1
E01013640,61.4
E01013756,75.1
E01013757,64.6
E01013759,84.1
E01013763,159.1
E01013764,77.0
E01013765,205.1
E01013766,78.7
E01013633,45.5
E01013634,54.5
E01013637,53.6
E01013639,52.5
E01013641,82.7
E01013635,40.5
E01013636,29.6
E01013775,42.9
E01013777,97.6
E01013642,80.1
E01013643,113.1
E01013649,12.6
E01013650,158.6
E01013702,49.2
E01013710,64.0
E01013711,49.7
E01013613,65.0
E01013614,61.3
E01013687,30.8
E01013688,27.5
E01013703,33.4
E01013704,44.6
E01013706,25.2
E01013707,38.1
E01013712,44.9
E01013608,46.8
E01013609,13.9
E01013610,50.1
E01013611,28.8
E01013612,16.2
E01013678,22.8
E01013679,67.5
E01013691,66.2
E01013692,57.6
E01013693,80.6
E01013673,62.8
E01013674,51.9
E01013675,66.8
E01013676,76.2
E01013677,51.2
E01013695,27.5
E01013698,44.7
E01013767,29.4
E01013768,51.6
E01013772,84.3
E01032597,74.2
E01013689,54.4
E01013690,24.0
E01013705,31.0
E01013709,63.0
E01032599,38.2
E01013722,56.5
E01013727,58.7
E01013730,66.8
E01013731,16.5
E01032602,66.5
E01013646,58.6
E01013647,102.2
E01013648,91.9
E01032875,123.8
E01032867,25.6
E01032868,78.1
E01032872,98.0
E01032873,64.8
E01013887,50.9
E01013892,49.2
E01013893,24.4
E01013894,34.2
E01013879,35.0
E01013880,11.8
E01013881,37.8
E01013882,30.9
E01013885,42.5
E01013886,27.1
E01013888,58.2
E01013889,36.4
E01013890,103.1
E01013891,49.3
E01013875,75.2
E01013876,24.2
E01013877,45.3
E01013878,31.6
E01013883,29.1
E01013884,49.0
E01013853,40.4
E01013854,45.8
E01013855,74.4
E01013856,53.2
E01033397,71.4
E01033398,70.5
E01013963,57.1
E01013964,41.2
E01013965,55.5
E01013966,58.9
E01013967,27.1
E01013827,40.8
E01013828,53.0
E01013834,72.5
E01013835,60.7
E01013836,53.1
E01013829,42.3
E01013830,37.8
E01013831,41.2
E01013832,39.6
E01013833,21.8
E01013935,39.6
E01013968,24.6
E01013969,68.8
E01013970,100.1
E01013971,76.6
E01013817,78.7
E01013818,48.2
E01013822,76.8
E01013825,52.3
E01013826,41.4
E01013837,51.0
E01013838,61.4
E01013839,83.1
E01013840,58.2
E01013841,67.7
E01013819,71.9
E01013820,67.4
E01013821,77.5
E01013823,69.5
E01013824,79.9
E01013864,16.5
E01013865,56.0
E01013866,40.1
E01013867,40.8
E01013937,38.9
E01013938,40.6
E01013941,48.7
E01013943,28.9
E01013972,69.0
E01013936,35.0
E01013939,50.1
E01013940,68.1
E01013942,84.5
E01013843,53.8
E01013844,130.4
E01013845,171.4
E01013847,112.4
E01013810,123.2
E01013811,113.7
E01013812,134.3
E01013842,74.3
E01013846,127.3
E01013930,49.3
E01013931,21.3
E01013932,38.8
E01013933,52.4
E01013934,43.8
E01013859,42.8
E01013861,20.0
E01013868,46.9
E01013929,27.5
E01013954,33.9
E01013959,93.1
E01013960,61.0
E01013962,68.1
E01013813,106.4
E01013814,110.8
E01013815,31.8
E01013816,62.0
E01013958,84.7
E01013961,95.5
E01033399,157.9
E01033401,59.2
E01033405,94.8
E01033409,128.5
E01033411,64.1
E01013913,57.1
E01013914,65.1
E01013915,18.2
E01013916,77.6
E01013917,20.8
E01013858,40.1
E01013860,25.2
E01013862,46.8
E01013863,37.4
E01013944,71.9
E01013945,110.2
E01013947,106.8
E01013948,112.1
E01013953,200.1
E01033395,95.3
E01033396,71.2
E01013977,13.8
E01013978,66.9
E01013979,19.9
E01013981,32.4
E01032520,57.3
E01032522,40.0
E01033404,135.5
E01013918,155.8
E01013919,135.8
E01013920,9.9
E01013921,162.4
E01013957,68.1
E01013980,42.4
E01013982,13.0
E01013983,49.2
E01013984,40.9
E01013985,51.7
E01013924,194.1
E01013926,37.7
E01013928,4.9
E01033408,124.1
E01033410,21.9
E01013973,39.4
E01013974,29.4
E01013975,25.7
E01013976,62.1
E01013895,33.1
E01013896,25.3
E01013901,24.7
E01013902,30.2
E01013897,62.2
E01013898,31.6
E01013899,66.7
E01013900,16.5
E01013903,17.9
E01013907,48.9
E01013905,59.7
E01013908,71.4
E01013909,15.0
E01013912,12.6
E01013904,64.9
E01013906,60.1
E01013910,55.7
E01013911,29.6
E01013849,59.3
E01013850,56.5
E01013851,59.3
E01013852,62.0
E01032621,52.9
E01013874,21.3
E01033400,28.0
E01033402,18.8
E01033403,90.7
E01033406,60.5
E01033407,118.5
E01013870,11.9
E01013871,46.1
E01013872,78.8
E01013873,170.8
E01013788,1.0
E01013789,0.3
E01013790,0.5
E01013796,0.7
E01013793,1.2
E01013800,5.0
E01013801,3.6
E01013809,0.8
E01013798,20.6
E01013799,28.4
E01013802,14.5
E01013803,9.6
E01013791,1.1
E01013792,0.8
E01013797,1.0
E01013804,1.3
E01013805,0.5
E01013787,0.3
E01013794,0.4
E01013795,0.5
E01013806,4.4
E01013807,9.1
E01013808,8.3
E01019400,20.0
E01019401,8.3
E01019402,28.0
E01019404,18.1
E01019406,1.2
E01019423,1.3
E01019424,4.4
E01019477,1.1
E01019403,47.0
E01019444,11.3
E01019468,4.5
E01019469,51.7
E01019471,8.9
E01019443,18.9
E01019470,26.0
E01019473,9.7
E01019474,41.9
E01019475,15.7
E01019476,5.5
E01019420,5.1
E01019442,4.5
E01019445,22.2
E01019455,18.2
E01019456,7.1
E01019457,23.9
E01019429,2.2
E01019454,19.2
E01019460,15.3
E01019461,46.6
E01019462,17.5
E01019405,0.3
E01019414,3.2
E01019428,7.0
E01019430,6.0
E01019421,39.8
E01019422,7.2
E01019432,12.4
E01019458,22.5
E01019459,44.6
E01019463,46.5
E01019408,29.2
E01019409,50.4
E01019412,15.7
E01019413,70.4
E01019416,11.6
E01019407,31.8
E01019415,17.4
E01019417,28.2
E01019419,4.6
E01019410,52.0
E01019411,34.7
E01019418,9.7
E01019447,4.4
E01019449,5.9
E01019431,32.0
E01019433,25.6
E01019438,59.9
E01019451,3.8
E01019464,3.7
E01019434,36.3
E01019435,26.9
E01019436,30.2
E01019439,27.2
E01019440,38.4
E01019446,41.1
E01019448,1.8
E01019450,30.6
E01019465,4.6
E01019467,2.0
E01019425,12.5
E01019426,4.1
E01019427,6.8
E01019472,0.5
E01019437,38.5
E01019441,48.7
E01019452,36.5
E01019453,11.3
E01032613,1.0
E01019478,1.3
E01019479,10.2
E01019491,8.7
E01019493,28.4
E01019494,4.5
E01019492,30.8
E01019495,1.8
E01019524,1.2
E01019525,5.2
E01019496,2.4
E01019497,11.6
E01019498,17.5
E01019523,15.2
E01019483,17.0
E01019484,2.2
E01019485,2.3
E01019488,15.0
E01019486,21.4
E01019487,20.4
E01019489,30.0
E01019490,37.0
E01019502,4.8
E01019504,2.4
E01019508,29.5
E01019509,17.6
E01019510,31.2
E01019512,18.4
E01019503,3.2
E01019505,28.9
E01019506,0.8
E01019507,22.3
E01019511,6.1
E01019480,3.3
E01019482,12.3
E01019520,0.7
E01019521,6.7
E01019522,15.8
E01019481,11.9
E01019514,57.4
E01019515,51.0
E01019516,4.3
E01019519,43.8
E01019499,7.4
E01019500,7.4
E01019501,12.8
E01019513,6.2
E01019517,28.3
E01019518,12.5
E01019526,26.3
E01019528,9.3
E01019572,23.7
E01019573,4.1
E01019574,10.9
E01019563,6.4
E01019564,4.2
E01019565,7.0
E01019566,8.0
E01019568,58.9
E01019527,1.9
E01019529,39.2
E01019530,40.4
E01019531,18.7
E01019553,37.6
E01019541,16.0
E01019542,26.1
E01019543,6.7
E01019544,28.8
E01019571,42.3
E01019532,12.9
E01019533,7.0
E01019534,9.4
E01019535,13.7
E01019536,27.4
E01019549,3.9
E01019550,42.9
E01019551,15.9
E01019552,14.7
E01019567,16.3
E01019537,34.1
E01019569,22.5
E01019570,33.9
E01019580,39.6
E01019581,43.6
E01019557,25.7
E01019558,17.2
E01019559,24.9
E01019560,32.3
E01019561,45.3
E01019562,30.7
E01019539,44.8
E01019540,39.8
E01019555,54.1
E01019590,28.9
E01019591,45.6
E01019538,40.3
E01019554,54.0
E01019556,27.6
E01019579,22.5
E01033387,12.1
E01033388,28.1
E01019586,44.2
E01019587,28.9
E01019588,35.0
E01019589,31.8
E01019592,13.2
E01019593,27.6
E01019545,44.0
E01019546,52.8
E01019547,29.0
E01019548,23.0
E01019582,27.0
E01019583,31.5
E01019585,13.9
E01019575,60.7
E01019576,30.3
E01019577,32.1
E01019578,65.6
E01019602,0.8
E01019614,1.4
E01019615,0.6
E01019631,1.0
E01019600,0.8
E01019604,1.2
E01019606,0.3
E01019618,0.5
E01019599,0.8
E01019601,15.4
E01019613,0.2
E01019617,0.4
E01019608,11.0
E01019610,1.7
E01019630,1.1
E01019609,3.4
E01019621,3.5
E01019622,19.1
E01019624,15.7
E01019627,2.4
E01019628,9.1
E01019619,1.9
E01019620,1.4
E01019623,6.0
E01019625,43.4
E01019626,2.8
E01019632,0.8
E01019633,4.0
E01019634,1.8
E01019635,4.2
E01019636,13.7
E01019595,2.3
E01019605,0.3
E01019611,0.3
E01019616,0.6
E01019594,17.7
E01019596,24.1
E01019597,12.9
E01019598,25.6
E01019603,0.4
E01019607,0.4
E01019612,0.8
E01019629,0.3
E01019644,61.2
E01019646,31.9
E01019663,15.8
E01019664,34.2
E01019665,37.1
E01019657,49.8
E01019660,34.0
E01019661,14.7
E01019662,54.6
E01019672,28.1
E01019690,66.8
E01019670,5.0
E01019671,1.1
E01019701,4.3
E01019673,11.7
E01019702,22.2
E01019703,11.1
E01019704,1.0
E01019658,14.2
E01019659,22.7
E01019674,43.8
E01019688,47.3
E01019689,41.4
E01019666,19.4
E01019667,24.5
E01019668,41.7
E01019669,19.0
E01019656,0.9
E01019691,7.7
E01019692,20.7
E01019693,57.6
E01019694,29.6
E01019696,26.6
E01019683,9.5
E01019684,23.1
E01019685,17.0
E01019686,2.7
E01019687,38.7
E01019648,46.3
E01019649,75.2
E01019650,38.4
E01019651,56.0
E01019695,33.5
E01019641,9.0
E01019652,37.8
E01019653,28.4
E01019707,49.3
E01019708,26.1
E01019647,33.4
E01019675,46.0
E01019679,37.3
E01019682,38.2
E01019642,6.0
E01019643,3.9
E01019654,4.3
E01019655,6.7
E01019676,54.7
E01019677,43.7
E01019678,27.0
E01019680,36.9
E01019681,4.1
E01019698,9.9
E01019697,22.9
E01019699,44.3
E01019700,25.3
E01019705,60.1
E01019706,61.0
E01019709,20.5
E01019638,43.6
E01019639,31.5
E01019640,20.8
E01019645,48.3
E01032614,69.0
E01019733,42.0
E01019752,44.9
E01019753,10.1
E01019763,0.4
E01019728,66.8
E01019729,19.7
E01019730,30.0
E01019731,37.8
E01019732,15.8
E01019738,32.4
E01019739,39.0
E01019740,69.9
E01019750,13.8
E01019751,46.8
E01019768,16.2
E01019727,8.0
E01019749,27.1
E01019754,0.3
E01019756,36.3
E01019757,22.9
E01019758,14.3
E01019746,25.0
E01019747,3.8
E01019748,13.3
E01019755,1.2
E01019766,3.8
E01019711,2.9
E01019734,0.8
E01019743,33.2
E01019744,2.2
E01019745,26.5
E01019712,1.2
E01019713,0.7
E01019764,2.2
E01019765,12.3
E01019767,10.1
E01019710,9.8
E01019715,107.0
E01019717,41.6
E01019722,2.5
E01019723,13.1
E01019716,36.2
E01019724,20.1
E01019759,7.5
E01019760,79.5
